Game States,Optimal Moves
bxxbobboo,x1
bbbxoxoob,x9
bbbobbbbb,x5
obobxoxbb,x2
bbbobbbbb,x5
obxobbbbb,x7
oboxbbxbo,x2
bbbbbbbob,x5
obobbbbbx,x2
boobxoxox,x1
xobboxobb,x8
bbbobxoxo,x1
boxbobxbo,x8
obxxbbbob,o5
xbxxoobbo,o2
ooxooxxxb,o9
bbxxbobob,o5
bbbbbxobb,o5
bbbbboxbb,o5
xooxxoobb,x9
obxbxooxb,o4
ooxxboxob,x5
xxooobxbo,x6
bxbbbobbo,x3
bbbbxobob,x1
xxbooxoox,o3
bbbxoxobb,o3
bbbbbbbbb,o5
bbbxobobx,o3
bbbbbbbbb,o5
oxxxbbobo,o8
obbxbbbxo,o5
bbbbbbbbo,x5
bbbbobbbb,x1
bbobbbbbb,x5
obbxbbbbo,x5
bbobbbbbx,o5
obbxbbbbb,o5
oboxoxxox,o2
bbbbbbbbb,o5
bbxbobbbb,o1
bbbobxobx,o1
booxxboxo,x1
xoboxobxb,o9
obboxobxb,x7
bobbxbbbb,o1
bxoxboobx,o5
oxbbbxbbo,o5
bbbbbbobb,x5
oxbbboxbo,x3
oxxobbxbo,o5
obbbxbbob,x3
bbbbbbbbb,o5
bbbbobbox,x2
bbbbbbobb,x5
bbbobbxbb,o5
bbbbbbbbb,o5
bboobbxbb,x5
bbbbbbobb,x5
obxoxobbb,x7
bbbbbobbb,x5
obxbbooxb,x4
bbbbbbbbb,o5
xobbbbbbb,o5
bbbbbbbbb,o5
xoxbbobob,x5
bbbbbbbbb,o5
bobobbbxx,o7
obobobxxb,x2
bbbbbobbx,o5
obbbobxbb,x9
bbbbobbxb,o1
boxobooxx,x5
obbbbxbbb,o5
booxoxbxo,x1
bbobbxbbb,o5
bxobbbbbb,o5
bxoxobbox,o7
bbbbbbbbb,o5
bbobxbxoo,x6
bobxoxbbo,x8
bobxbbbbo,x5
xoxooboxx,o6
bobbbxbob,x5
bboxobxox,o1
bbbbbbbob,x5
xxbbbooob,x3
obbbbbbbb,x5
bxbobobbb,x5
bbbbbobbb,x5
bbbbbbbbb,o5
bbobxbxob,o1
boobbbbxb,x1
obbbbbbbb,x5
bbbooboxx,x6
xxbobbbbo,o3
bbbbbbbbb,o5
oxbbxoxoo,x3
bbbbbbbbb,o5
bbbbbobbx,o5
bbxxooxoo,x1
bbbbbbobb,x5
bbbbbobbb,x5
bbbbbbbbb,o5
bobxxobbb,o1
bbbobbobx,x1
obxxbobbo,x5
bobxbboxo,x5
bobbxxbob,o4
oxbxobxob,o9
xboxobbbb,o7
obobxxbbb,o2
bobxboobx,x5
xbobbxxoo,o4
bboxbooxb,x9
bbbbbbbbb,o5
xoxbobbxo,o7
bobbxoxbb,o3
xoooxoxxb,o9
bbbbbbxob,o5
bobbbbbbb,x5
bbobxbbbo,x6
bbbbbbobb,x5
obxxxooxo,o2
bbobbbbbb,x5
xbboxoobb,x9
oxoooxxbb,x9
bxbobbobb,x1
bbbbbbbbb,o5
boobbxxob,x1
bbobbbxbo,x6
oxoboxxbb,o9
oxbbbobbb,x5
xbobbbobx,o5
boxbbbbbb,o5
xxooxoobb,x8
xboxbboox,o5
oxxxbooox,o5
bbxoxbobb,o1
xbobobbbb,x7
obxbbobxb,o5
bxbooxoxo,x1
xbbbbobbb,o5
obbxbxoob,x5
obxbbbbob,x5
xoxooxbxo,o7
xobbbobbb,x5
bbobbxxob,o5
bbbboboxb,x3
bobbxboxo,x1
bbbbbbbbo,x5
xbxoxooxo,o2
oxoxobbxb,o9
boxbbobbb,x5
obobbxbxo,x2
obxxobbbb,o9
bxobbobbb,x9
bbbobbbbb,x5
bbbbobbbx,o1
bbbbbbbob,x5
bbbbbbbbb,o5
xbooobbxb,x6
bbxxboboo,x7
bbbbbbbbb,o5
bbobbbbbb,x5
oxbbbxboo,x7
bxbbbbxoo,o5
bbbbbobbb,x5
bbbobbbbb,x5
bbbbbbobb,x5
obboxxbbb,o7
bobobxbbb,x5
bbbxbbbob,o5
bbxbbbobo,x8
bbbbbbbbb,o5
boxobbbxb,o5
bobxobbxb,o1
obbbbbxbb,o5
bbooxbbbx,o1
bxooxbbox,o1
bbbbbbbbb,o5
bxxboobbb,o1
bbbbbbbbb,o5
bbbbobbbb,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbo,x5
obbobbbbx,x7
obbxxbbob,o6
xbxobobbb,o2
bbbbbbbbb,o5
oxobbbbbb,x5
oobxbbbbb,x3
bbbbbbobb,x5
bbbbbobbb,x5
bbbbbbbbb,o5
oobxxobbb,x3
xoooxxxob,o9
bxxxooxoo,o1
bbobbbbxo,x6
xoxoxboxo,o6
bbbbbbbbb,o5
bbbbbbbbb,o5
oxbbbbbob,x5
bbxboxxoo,o2
xxbboobxo,o3
bxxboobob,x1
bboobxbbb,x5
bxxxoboob,o1
xoxbbooxo,x5
bxoobbxob,x5
bbbbbboxb,o5
bxxoboxoo,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
oxoxbboxb,o5
bobbxbbbb,o1
obxboobxx,o4
bbbbbbbbb,o5
boxobboxb,x1
obbbxobxb,o2
bbobbbbbb,x5
bbooxbbox,x1
bbbbbbobb,x5
bobboxbbb,x8
xbboobbbb,x6
bxoobxobb,x1
obooxxbxb,o2
bbobbbbbb,x5
xbbbobbbb,o3
oxxboxbob,o9
bxbbxbboo,o7
bbbxboobb,x5
oxboxoxox,o3
xobxbobbb,o7
bbbbbbbbb,o5
xoxboboxb,o9
bbbbobxbb,o1
bbobxbbbo,x6
obboxbbbb,x7
obbxbbbbb,o5
bbbbbbbbb,o5
xoxobbbbo,x5
bbbxobbbb,o1
obbobbbbx,x7
boxoxxbbo,o7
bxbbxoobb,o8
oxbxxoobo,x8
bxbbbbbbo,o5
oxxobobox,x5
bbbbbbbbb,o5
xxbbobobb,o3
xoboobxbb,x6
obboxxxoo,x3
bbxbbboox,o6
xbbobbbob,x5
booxxbobx,o1
bbbbbobbb,x5
bbobbbxbo,x6
obbxbobbb,x5
obbbbbbbb,x5
xoobxbbbo,x6
bbbxbbbbo,o5
xbboxoxoo,x3
xxoobxobo,x8
oxbbbxoox,o4
xboxoobbb,x7
oxboboxbb,x5
obxbbbobb,x4
xxbxoobob,o3
bbbbbbbbb,o5
bbbxbbbbo,o5
oxoxbooxb,x5
bbbbobbbb,x1
bbbxbbbbo,o5
bbbbxobbb,o1
boxbxobox,o1
bbbbbbbbo,x5
bbxbobbbb,o1
bbbobbbbb,x5
bxxoobbxo,o1
bxooxoxbb,o8
xbbbxoxoo,o4
obbbbbxbb,o5
obobbbxxb,o2
xobbbboxb,o5
oxxobxboo,x7
ooxxxboox,o6
oxbbxbbob,o3
bbobbbxbb,o5
bbbbobbbb,x1
oxbxbooox,x5
bbbbbbobb,x5
obxboobxb,x4
bbbbbbbbb,o5
bbbbbbbbb,o5
oboobbxbx,x2
bbbbxbbbo,o1
bbobobxbb,x1
bbbbbbbbb,o5
oxbbbbobb,x4
bbbxbobbb,o5
boxxobobx,o8
bbbbbobbb,x5
xoxobobox,x5
obbbbbxbo,x5
bbbbbbbbb,o5
obboobbxx,x6
obbbbbobx,x4
bbbbbboxb,o5
bbxoboxbo,x5
bbbbbbbbb,o5
bbbbbxboo,x7
bbbbbbbbb,o5
xobobxbob,x5
xbbooxbox,o2
bbbobxbox,o3
bbbbbbbbb,o5
bxbbboxob,o5
oboxboxox,x2
bbbbbobbb,x5
oobxxbobx,o3
xobbobbbx,o8
oxxoxbbbo,o7
oxobxbobx,o4
xxbooxobb,o3
bobobbxxb,o9
bxobbbbbb,o5
bobxbbxob,o1
xoobbbbbb,x5
xxbbobbbo,o3
bxxxoooxo,o1
bbxxoobbb,o1
xbxooxbob,o2
bbbbbbbob,x5
obobxxobb,x2
boxbobbbb,x8
ooxobxxxo,o5
bboboobxx,x4
xbobbxobo,x8
bbbobbbbx,o5
obxoboxbx,o5
oxbboobxb,x4
booobbbxx,x1
xbbxboobo,x8
xobxxooob,x9
bbbbobbox,x2
bobxbbxob,o1
bbbbbbobb,x5
bxboobbxo,x6
obxxobobb,x9
xbbbbooox,x5
xbxoxoboo,x2
xbobooxxb,o4
bobbbbxbb,o5
bbbbobxbo,x1
oxbbooxxb,o4
bxbxbbboo,o7
bboxbboox,x5
bbbbbbbbo,x5
bbobbbxbb,o5
xbxboobob,x2
bxbobxbbo,o5
bbooxbbbb,x1
xoobxooxb,x9
bbxbxbboo,o7
bbbbobbxb,o1
xbxbbobob,o2
xbobbbbbb,o5
oxbbbbbbo,x5
xobxxoboo,x7
bbbbbbobb,x5
bobxbbbbo,x5
bbobbbxbb,o5
oobbbxoxb,x3
xbxbooxoo,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbox,o5
bbbbbbbbb,o5
xooooxbbx,x8
bxobobxxo,o6
bbobbbobx,x5
bbbxbobbb,o5
boxbbbbbo,x5
bbbbbbbbb,o5
obbbbbxob,x5
bbbbbbbob,x5
bxoboxbob,x7
obbbbxxoo,x5
bboxbbbob,x5
bboxboobx,x5
bbobobbbx,x7
xxoobooxx,o5
bbbobbbxb,o5
bxbboobbx,o4
bobbxbbbo,x1
xooobxxox,o5
obxxoobxb,o9
bbxoobbbb,x6
boxoxbbob,x7
xooobbxbb,x5
xoxxoxobo,o8
boxobbbox,x5
bbobbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
oobobxxbx,o3
bxoobxbbb,o5
bbbbbbbbb,o5
bbbobbbbb,x5
xbxooxoxo,o2
xbbobobbx,o5
bbobbbbbb,x5
bbxoobbbx,o6
boxooxxbo,x8
bxxbobbbo,o1
oxoxbboxo,x5
booxbbbbb,x1
bbbbxobbb,o1
oxobooxxb,x4
bbobbxbob,x5
ooxbbobxb,x5
xobboxobb,x8
xobobxoxb,o5
xbboxobbb,o9
xobbbbbbb,o5
bbbbbooxb,x5
ooxbbbbbb,x5
bbbbbbobb,x5
boxobboxb,x1
obbxboxbb,o5
oxbxobobb,x9
bbbbbbbbb,o5
bbbbbbbbb,o5
boxbxooxo,x1
xooobboxx,x5
bbbbbbbob,x5
bbbbbbobb,x5
xboobbbbx,o5
bbbbbbobb,x5
bbbobxbbb,o5
oxbxxooox,o3
bbbbobbbx,o1
boxbbxobo,x8
bbbbobbbb,x1
xobbbxbbo,o5
bbbbbbbbb,o5
bxbbooxxo,o4
oobbbxbbb,x3
xobbbbobb,x5
bbbbbbbbb,o5
bbbobbbbb,x5
bbobbbbbb,x5
bbbbobbbb,x1
obxobbbxb,o7
obbbxbbbb,o3
obxboobxx,o4
bboxxbbob,o6
bbbbbbbbb,o5
boobboxxb,x1
obbbboxbx,o8
xbobbbbbb,o5
xbxooxobb,o2
bbbbbbbbb,o5
bxxooboxo,x1
bbbobbbbb,x5
bbbbbbbbb,o5
obbbbbbbb,x5
bxbbobbbb,o1
bbbobbbxb,o5
bobooxbxb,x1
oxboxoxox,o3
bbbboobxb,x4
bobxobbbx,o8
bbbbbbbbo,x5
obbbxbxbo,o3
xoxbxbobo,o8
bobbbbxob,x5
bbbobxbbb,o5
xoxxxooob,o9
bobbbbbbb,x5
bbbbboxob,x5
bbbbbbbbb,o5
xboobbbbb,x5
bobobxbbb,x5
bxbobxbbo,o5
xobbbboox,x5
xbobxobob,x9
bbbbbbbbb,o5
bbbxbbbbo,o5
boxboooxx,x4
xbbobobbb,x5
bbbbbbbbb,o5
bbbxbobbb,o5
xbbobooxb,x5
bbbbbbbbb,o5
boxxxboob,o6
xbobbbobb,x5
bbobbboxb,x5
oxoboobxx,x4
boobbbxbb,x1
bbbobbxxo,o5
bbbobbbbb,x5
oobxxbxoo,x3
bbbbbbbbb,o5
obbboboxx,x4
xobbbbbbo,x5
bbbbbbbbb,o5
bxbboobbb,x4
oxxbxbobo,o8
obbobbbxb,x7
obbbbbxbo,x5
oxxxoobob,x9
xbbxoxobo,o8
bbbbbbbbb,o5
ooxbxooxb,x4
bbbbbbbbb,o5
oxxxbooxo,o5
oxbxoxoox,o3
bobbbbbbb,x5
bbbbbbobb,x5
oxbxboobb,x5
bbooxbbbb,x1
bbbxobobb,x3
ooxxooxbb,x8
xbbbxbboo,o7
bbbbbbbbb,o5
bbbboboxb,x3
bobbxxbbo,o4
xbbxooobx,o3
bbxxbooox,o5
bbbbbbobb,x5
xxbobbboo,x3
bxxbooxbo,o1
bbbbbbxob,o5
bbxoobbbb,x6
bxobbobbb,x9
bboxxoobx,o1
bbbbbbbbb,o5
bbbbbxbob,o5
boxbxobox,o1
xoooxoxbb,x9
xobbbbbbo,x5
bxbbobobb,x3
obobbbbxx,o2
bbbbbbbbb,o5
bbbbbbbxo,o5
bbxbobbbb,o1
bobbxobbb,x1
oxoxxbobb,o6
bbbbbbbbb,o5
xobbbbbob,x5
obbobbxxb,o9
bbbbbobbb,x5
obbbxbbob,x3
bxoxoxboo,x7
xobbobbbb,x8
bbboxbbob,x1
oboxxbxbo,o2
boxbxobbo,x7
bobbbbbbb,x5
bobxboxbb,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
bobxbbbob,x5
bxboobbxo,x6
boxbbbbbb,o5
xxooxxboo,o7
bbbbbbbob,x5
xoxoboxox,o5
bbboxbbbb,o1
xbbbbobbb,o5
boxbxboxo,o1
bbbbbbbbb,o5
oxobboxox,x5
booxoxbbx,o1
xbbbbobob,x5
bbbbbbbbb,o5
bobbxbxob,o3
booxbbbbb,x1
obbbbbbxb,o5
obxobxbbb,o7
bbbbbobbb,x5
xobbbbobx,o5
oxbobbbbb,x7
oxobxoobx,x4
obbxxbobb,o6
bxbobbobb,x1
bbbbbbbbb,o5
bbbbxooxo,x2
bxbboobbx,o4
xxoooxbox,o7
bbbbxbbob,o1
oxbxxooox,o3
bbbbbbxob,o5
bbbbbbbbo,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bxxboooox,x1
oxbxbobob,x5
bbbooxbbb,x1
xbbbbboox,o5
xoxbbxboo,o7
xbobobbbx,o7
bbbbbxbob,o5
bboxoxbbb,o7
xooxoobxx,o7
bbbxxoobb,o1
xbxooxxoo,o2
obbxbboxb,o5
bbbbbbobb,x5
bxboobbxb,o6
boobbbxxb,o1
xbbbxoobo,x8
bbbbbbbbb,o5
obobbbbbx,x2
xoxobboox,x5
bxobboxbb,o9
bbbobbbbx,o5
bbbbbbbob,x5
bxbobbbbb,o5
bbbbbbbbb,o5
oxbbbbbbb,o5
bbxoxooxb,o1
xxooobbxb,o6
oboxbxbbb,o2
bbbbbbbob,x5
xbbbobbbb,o3
obbobbbxb,x7
bobbboxbb,x5
xoxboboxb,o9
boboxbxbb,o3
obbxbbbbo,x5
bbboobbxb,x6
xobxobbxo,o7
ooxbxbbbo,x7
bxbobbbbb,o5
xbbbbobbb,o5
oboxooxbx,x2
oxbxobbbb,o9
bbxxobobb,o1
oxboxbbox,o7
bxbxoobox,o1
xoxobxxoo,o5
xxbboxobo,o3
obbbbbbbb,x5
bbbbbbbbb,o5
bbbbbbxoo,x5
xxoxbbboo,o7
oxbooxxbb,o9
bbbbbbobb,x5
bbbbbbbbo,x5
obxbboxbb,o5
bbbxbobbb,o5
boxobbbbx,o6
bxobooxox,x4
xboobooxx,x5
oxoxbbxob,o5
bxxbobboo,x1
xbobxoxob,o4
obxoxobxb,o7
xbbxboobo,x8
bbbbbbbbb,o5
xobobxxoo,x5
bobbxobbb,x1
bobxbboxb,o5
bbbbbbbbb,o5
xoxoxobbb,o9
bxobxbbbo,o8
obxbbbobx,o4
xoboxobbb,x9
obboxoxbb,x3
bbooxoxxb,o9
xoobboxbb,x4
obbbbbbbb,x5
bbbbbbbbb,o5
oxbxoooxx,o3
bxoxobbbo,x6
bbbbbbbbb,o5
bbbbbxobb,o5
oboxbbbxo,x2
bbbxobbbb,o1
bbbbbxobb,o5
bxxoxooob,x1
xobbbbbbb,o5
xooxbbbox,o7
oobxxbbbb,o3
bxbbbbobb,o5
bbboobxbb,x6
bbboxbbxo,o2
oxxbbobbb,o5
bxbbxobob,o1
bbbbbbbbo,x5
bbbbbbbbb,o5
oxbooxxox,o3
bbbbbbbbb,o5
bxxobxobo,o1
bobbbbbbb,x5
xxoooxbxo,o7
ooxbbbbbb,x5
bbbbbbobb,x5
obxbxooox,x4
oboxbbbbx,o2
bbboxbbbo,x1
bbbbbbbbb,o5
bbbxxbboo,o6
bbboxxbbo,o1
obobbxxbb,o2
obobbbbbx,x2
bbobbxbbb,o5
bxoobbxob,x5
xxboboobb,x3
bxobobxxo,o6
xoxxbooxo,o5
xoxbxooxo,o4
bbbbbbbbo,x5
bxobbbbbo,x6
obbbbbbbb,x5
bbxobbbbb,o5
oboxbbbbb,x2
xoxobbbob,x5
boboxobxx,o7
oxobbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
oxbboobxx,o4
obxxbboob,x9
obxbbbbox,o6
bbbobbbbx,o5
xobbbxbbo,o5
bbbobbbbb,x5
oxxxxoboo,o7
xobbboobx,x5
boobbxbox,x1
bbxxoboob,x9
bbobbbbbb,x5
bbbbbbbbb,o5
bbbbbbbob,x5
bbbbbbobb,x5
bbxbbobbb,o5
xoxbxooob,x9
bbbbbbbbb,o5
xbbbbbobb,o5
bbbbbobbb,x5
obbbbboxb,x4
bboobbbbx,x5
bbbooxbxb,o1
bbbbbbbbb,o5
xoboobbbx,x6
bbbbxobbo,x3
bbbobbbbb,x5
bbbbbbbbb,o5
bbxbbbboo,x7
bbbbbbbbb,o5
oboxxbbbb,o2
bboxbxbob,o5
bobbbxbob,x5
bbboxbbbo,x1
bbbbbbbbo,x5
bxbxbobob,o5
bbbbbbbbb,o5
bobbbbbbb,x5
bbbbbbbbo,x5
xobbbbbxo,o5
bobbbbbbb,x5
bboxbbbbo,x6
bbbbbbbbb,o5
bboxobxxo,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
xobbbxobo,x8
obobxboxx,o2
bbbbxooxo,x2
bboooxxbx,o8
obxxxooox,o2
bbbbbbxbo,o5
oxboboxox,x5
obxbbbbbb,o5
bxbbboobb,x5
obbbxbbox,o3
bobbbbbbb,x5
oobxbobxb,x3
boxoxxoxo,o1
bxxbbbobo,o1
obbbxxobb,o4
bbbbbbbbb,o5
bbxboxbob,o2
xbobbboxo,x6
bbbobbbbb,x5
bbbbbxoxo,o5
bbbbbbbbb,o5
bobbbbbbb,x5
bbbbbbobb,x5
bbbbboobx,x5
oxbboxbob,x9
oboxbooxx,x2
obxbbbobb,x4
boxoxobbx,o1
bbbbbbbbb,o5
bbobbbbbb,x5
oxbbbbbbo,x5
oxbbooxbb,x4
bbbbbbobb,x5
obobxbxbb,o2
bbxxobboo,x7
bbobbbbbb,x5
xbbbbboxo,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xobobxbob,x5
bbbbbbobb,x5
bbbbbbbbb,o5
bbbbbbobb,x5
bbxbobbob,x2
bobbxboxb,o1
xoxboobxo,x4
bbbbbbobb,x5
xoxbxoobo,x8
bxbbbbbbo,o5
bxxobobxo,o1
bbxbbbobb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
oxbbxxoob,o4
xxbbbooob,x3
bbbbobbxb,o1
bbbbbbbbb,o5
xbooboxbx,o5
obbobxbxb,o7
oobxbooxx,x3
bbbbobbbb,x1
bbbbbbbbb,o5
oxbbboxob,x5
oxoxxbobo,x6
bboxbxobb,o5
oxbxxooox,o3
bboobbxbb,x5
bobxobbbb,x8
bbbbbbbbb,o5
oobbxxbbo,x3
bbobbbbbb,x5
bobbbbbbb,x5
bbbbbobbb,x5
obbbbxbbb,o5
bbbbbbobb,x5
boxbxooox,x1
xbxobobbo,x2
bbbbbobbb,x5
xbooxxxoo,o2
xxooxxobo,o8
bbobbbbbb,x5
bbbbbbbbo,x5
bbbbbbbbb,o5
booxbbxob,x1
bbbbbbbbb,o5
oxobbbbbx,o5
bbbbbbbbb,o5
bbbbbobbb,x5
bbbbbbbbb,o5
bbboxbbox,o1
boxoxbbxo,o7
obbxxbobb,o6
bbobbbbbb,x5
bbboobxxo,x6
bbobbxbox,o5
bbbxxoboo,x7
xxooboobx,x5
ooxxbbbbo,x5
bbbbbbbbb,o5
boobbxxbb,o1
bbbbxobob,x1
oxboxoxox,o3
bbbbobbbb,x1
xxobbbboo,x7
obxbbbbob,x5
obboxoxxb,o9
bbbbbbbbb,o5
bbbobbbbb,x5
oxxbbbbbo,o5
bbbbbbbxo,o5
ooxoxobxb,x7
bbbbobxbb,o1
bbxbxoobb,o1
bbbbbbobb,x5
oxxobobbx,o5
oxbbbbbbb,o5
bobbbbxbo,x5
xoobxxxoo,o4
xbobbbbbb,o5
xobbbbbbo,x5
bbbbxoxoo,x3
bbbbbobbb,x5
ooxobxxbb,o9
xbxoobobb,x2
bbbbbbbbb,o5
boxbbbbbb,o5
xbobbbbbb,o5
bboobbbxx,o7
bbobbxobb,x5
bbbbbbbbb,o5
bbobxbbbb,o1
bxbbbbbbo,o5
bbbbobbbb,x1
oboxbobbx,x2
bbbbbbobb,x5
bbxxobbob,o2
ooxxboxxo,o5
bbxoobxbo,x6
obbxbbbbb,o5
xxbooxoox,o3
obxbbobbx,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xbbbbbbbo,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xbbxoobbo,x7
bxbboobxb,o4
bbbobbbbb,x5
bbbobbbbb,x5
xbbbobbob,x2
bbbbobbbb,x1
obbxbbobx,o5
bxbbbbbob,o5
xbbxooobb,x3
bbbbbbbbb,o5
xobbbbxoo,x4
bbbbbbbbb,o5
obxbbbbbo,x5
boxbbobbb,x5
bbbbbobbb,x5
bbbbbbbbb,o5
xoxxbooob,x9
bbxbbbobb,o5
bbobxobbb,x9
obxbobxox,o2
bbbbbbbbb,o5
bobbbbbbb,x5
xbbbbbbob,o5
bbbbbbobb,x5
xoxooxoxb,o9
bbobbbxob,x5
bbxoxboob,x9
boxbbxbbo,o5
obxbbxobo,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
xbobbbbbb,o5
bbxoobbxo,x6
obxbbbbbb,o5
ooxxooxbb,x8
bbxbobbbb,o1
xoxobxxoo,o5
xbbobbbbb,o5
bobboboxx,x3
bbbooxbbb,x1
bbxooxbbo,x1
xoxobbbbb,o5
bbbobbbxb,o5
bbxbobbob,x2
bbxxbobob,o5
xoxbxooob,x9
bbbxoxbob,o2
bobbbxbbb,o5
bbbbbbbbb,o5
bbobbbbbb,x5
bbbbbbbbb,o5
bbxbbbbbo,o5
xbobobbbb,x7
booxbbxbb,o1
bbbbxobbb,o1
bboxbbxob,o1
bbbobbbxb,o5
obbbbbxox,o5
bxbboxbob,o1
booxbbbxb,o1
booooxxbx,x1
xxobbbboo,x7
bobbbbbox,x5
bbbbbobbb,x5
xbbboxbob,o2
xooobbxxo,x6
bxxboobbo,x1
oxoxoxbbb,o9
xboobbbxb,o5
obxoxbbob,x7
bxbbobobb,x3
bbbbbobbb,x5
bbbobbbxb,o5
bbbbxbobb,o1
xbbbooxbo,x4
xxbooxobb,o3
oobbxbxbo,x3
bxxboboob,x1
ooxbxboox,x4
xbboboxox,o5
bbbbbbxbo,o5
xbbbbbobb,o5
bbbbbboxb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbo,x5
xbbobbbob,x5
bbbbbbbbb,o5
ooxoboxxb,x5
bbxbbxoob,o9
boobxbbxb,o1
obbbobbbx,x3
bbbbbbbbb,o5
bxobbbxob,o5
xxboboxoo,x3
bboobxxbb,o5
bbbobbxox,o5
xbxobobbb,o2
xbobbbbbb,o5
xobboxbbb,o8
oboxxobox,x2
bboobxbox,x5
bbbobbbbb,x5
xbxobbbbo,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbobbbb,x1
oobxbxbbb,o3
bbboobbbx,x6
bbbbxooxo,x2
bbbbbbbbo,x5
bobbbbxbb,o5
bbobobxbb,x1
bxxbbbboo,o1
xbbxboobb,o5
bbbbbbbbb,o5
bxbbooxbo,x4
xoooboxxb,x5
bobbobbxb,x1
bbbbbobbb,x5
obbbbbbbb,x5
obbxobbxb,o9
xxbobxboo,o3
obbxooxxb,o9
bxoobxobb,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
bobxxbbob,o6
bbobxxbbo,o4
bbbbobxbb,o1
bbbbxobox,o1
oxooxbxob,x9
bbbbbbobb,x5
oxxoxobbo,x7
xxbooxoxo,o3
bxbbbbbbo,o5
xooxxboob,x6
bbxobbbbo,x5
oobbbbxbb,x3
bbbxbobbb,o5
oobbxbbbb,x3
obbxbbbbo,x5
xxoobxbob,o5
bobbbxbbb,o5
xbobbbxob,o4
obbbbbbbb,x5
xobbbbbbb,o5
bbbobbbbb,x5
bbboxxbob,o1
obboxoxbx,o8
bbbbbbbbb,o5
bbxxooobb,x1
bbbbbbbbo,x5
bbbbbxbob,o5
xoboboxxb,o5
bbxbbbbob,o5
obxbbbbbb,o5
bbxbbobbb,o5
bbobbbxbb,o5
bbbbbbxob,o5
bbbbbbbob,x5
bxbxbbobo,o8
bbbbxbbob,o1
xbbxoxboo,o7
bbbbbobbb,x5
bbbbbbbbb,o5
bbbbbbbbo,x5
bbbbbbbbb,o5
bbbxboxob,o1
xboxbbobb,o5
bbbbbobbb,x5
obbbxxbbo,o4
obbbbbbbx,o5
bbbbbbbbb,o5
xoobxobxb,o9
oxoxbooxb,x5
bbbbbbobb,x5
bbobbbxob,x5
oboxxbobb,x2
bboboxbxo,x1
boxbbxobb,o9
bbobbbbbb,x5
xboxbboox,o5
xooobxbox,x5
bbbbbbbbb,o5
bxobooxbb,x4
bobxbbbbb,o5
xbbbbbobb,o5
bxoobbbxo,x5
bbboxboxb,o1
obxbbbbob,x5
xbooxoxbb,o9
booxxbbbb,o1
bobobxbbb,x5
xbooxxxoo,o2
bbbbobbbb,x1
bxoobxbob,x5
oboxxooxb,x2
bbbxbbbob,o5
boxbobbxb,o1
obbbbbbbb,x5
obbbbbbbb,x5
xbxboobbo,x2
bbbbobxbb,o1
oxxoboxxo,o5
bbbbbobbb,x5
xxooobxxo,o6
bbobbbbbb,x5
obbbbbbbb,x5
oxbxbboob,x9
xoxxobbbo,o7
bboxoobbx,x7
bbbbobxbb,o1
bbobboxbx,o8
xobbxbxoo,o4
boxbbobbb,x5
bbxbobbbb,o1
bbbxoobbb,x1
xbbbbbobb,o5
bbbbbbobb,x5
bobbbbobx,x5
oxbboxobb,x4
bbbbobbbb,x1
bbbbobbbb,x1
xbboxobob,x9
xboxbooxb,o9
oboxobbbx,x2
bxoxooxox,o1
xxoobbbox,o5
bbbbbbbob,x5
obxbxbboo,x7
obobxbbox,x2
xbbbbbbbo,o5
obbxboxbb,o5
bobbxbxoo,x3
boooxbxbx,o1
bbboxooxx,o1
bbbbbbbbb,o5
oxboobxox,x6
oxbobbxbb,o5
xbobbboxb,o5
boobbbxxo,x1
xbxoboobx,o2
bxbbbbobb,o5
boobbxoxx,o1
bobobbxxo,x5
obbxxboob,x6
boobbxxbo,x1
oxobbboxb,x4
bxoxxooox,o1
bbbbbobxb,o5
xoobxbobb,x9
xobobbbbb,x5
bbbbbxbbo,o5
bxbooxbbo,x1
bbbbbbbbb,o5
obbxxooxo,x2
obxbxbobo,x8
xbobxbboo,x7
oxbbbxboo,x7
bbbbbbbbb,o5
ooxoxbbxo,x7
bbbobbxbb,o5
bbbbbbbbb,o5
xoboxbobb,x9
bbbbbbbbb,o5
xbobbxoox,o5
bbbbbbbbo,x5
oxobxxbob,o4
bbbbbbbob,x5
obxxbbobo,x8
obbxbbbox,o5
bboxxooox,x1
bbbobbbbx,o5
bbobbxbob,x5
bbbbobbbb,x1
bobobbbxb,x5
bbooxbbbx,o1
bbbboxbbb,o1
bxxobobbo,x1
