Game States,Optimal Moves
ooxbbobxb,x5
obxbobbox,x2
obbobbxbb,x5
bbbbbobbb,x5
bbbbobxbb,o1
xoxoboobx,x5
boobbxbbb,x1
xxoxoxboo,o7
obxxbboox,o6
xoxobxxoo,o5
bbbbbbbob,x5
xxooxxoob,o9
bbbbbxoob,x9
bbbbbbbbb,o5
bbbbbbbbb,o5
boxbbbobb,x5
xbooxxobo,x8
bxbbbbbob,o5
bbbbxbobb,o1
booxxbbox,o1
bbbbbbbbb,o5
xobxoboxb,o3
bxbbbboob,x9
boboobbxx,x6
xbbbbbboo,x7
obbboxbbx,o3
bbbbboxbo,x3
bbxbbobbb,o5
xooxoxbbo,x7
bbbbbbbbb,o5
bbbbbbbbb,o5
bbxbobbbb,o1
obxxbbxoo,o5
oobobbbxx,x3
bbbbbbbbb,o5
boxbxbboo,x7
xbxbbooxo,o2
oxobxxboo,x4
ooxbxbobx,o4
bbbbbbbbb,o5
xbooxbbbb,o9
bbbbbbbbb,o5
obxbxbobo,x8
bbbbbbobb,x5
obooxxxox,o2
xbbbbbbbo,o5
bbbbbbbbb,o5
bbbbbbbbo,x5
booxbxbox,o1
oxxxooxob,o9
bbbxbbbbo,o5
obbbbbbbb,x5
bbbxoobbb,x1
bbbbbbbbb,o5
bbobbbbbb,x5
booxoxxbo,x1
oxbbbbbbb,o5
bbbbbbbob,x5
bbbbbbbbb,o5
bxbbobbbb,o1
bbbbbbxob,o5
bxoobbbbb,x5
bbbbbbbbb,o5
bbbbbbbbo,x5
oobxbboxb,x3
boxobxxob,o5
oxoooxbxb,x7
xbbbbbbbo,o5
bbbbbxbbo,o5
oxoboxbox,x7
bxbbooxxo,o4
xxobxooob,x9
bbobbbbbb,x5
bbxboxbbo,o1
ooxxxboox,o6
bbbbbbbbb,o5
bbbxbxboo,o5
xxbobooox,x3
bbbbbbbob,x5
oxbxoobbb,x9
xoobboxbb,x4
ooxxxboxo,o6
bbbobbbbb,x5
bobbbbxbb,o5
bbbbbbbbb,o5
bobbbbbbb,x5
xoxbxbboo,o7
bbxbbbobo,x8
bbbbbbbbb,o5
bxxxoooob,x1
bbbxobbbb,o1
bbbbxbbob,o1
bbbbobbbx,o1
bbbbbbbbb,o5
xoxbxobob,o9
xboxbxboo,o5
bbbbbbbxo,o5
xbboxobob,x9
xxbbbobob,o3
bbbbobbbb,x1
boxxxoobb,o1
xxbobobbb,o3
bobxoobxx,o7
boxboboxb,x1
xoxxxooob,o9
xoxobobbb,x5
bboxbbxbo,o1
xbbobboxb,o5
xboxbboob,x9
bxbbobbob,x1
bxbobbobb,x1
oxooxoxbx,o8
bxbbbxoob,o9
bbbbbobbb,x5
bbbbbbbbb,o5
bxbbobobb,x3
obbxobbox,x2
bbbbbbobb,x5
boxbbbbxo,o5
xxbobbbbo,o3
bbooxxoxo,x1
bxoobxbxo,o5
xobobxbbb,o5
oxobxoxox,o4
bbbbboxbb,o5
bbboxxobb,o1
ooxxxooxb,o9
bbxxbbobo,o8
bxboxbboo,x7
bbbbbbbbb,o5
bbbbbbbbb,o5
bxobbbxob,o5
bbbbbbbbb,o5
bbbbboobx,x5
bbbbbbbbb,o5
bbbbbbobb,x5
bbbbbbobb,x5
oboxobbxb,x2
xobbbbbbb,o5
xooxbxobo,x5
oxxobbbbb,o7
bbbbbbbbb,o5
obbbbbbbb,x5
oboxobxox,x2
obbobxxbb,o5
obbbbbbbb,x5
bbobbxbbb,o5
bbbbobbbb,x1
xbobbbbbb,o5
bbbbbbbbb,o5
xbobobbbx,o7
xbbboobbb,x4
bbbboxbox,o2
bbbbbbbbb,o5
xoxbooxbo,x4
bbbbbbbbb,o5
bxbbobxoo,x1
bobbbbxbb,o5
bbbbbbbob,x5
bbbbbbbob,x5
bbbbbbbob,x5
obbbbbbbb,x5
obbbbbbbb,x5
bxbbooxox,o4
bbbbbbbbb,o5
obbobxbxb,o7
bobbbxbbb,o5
oobboxoxx,x3
oxxbbxobo,o8
bxbobbobb,x1
bobbxbbbb,o1
bbbbbbbbo,x5
xxbobobbo,x3
bobxobxbb,o1
bxbbobxbo,o1
bxoobboxb,x1
bbbbbbbbb,o5
xoxbboxbo,o4
bbbbbbbbb,o5
bbbobbbbb,x5
bobxxboox,o6
xobxxbboo,o6
bobbbobxb,x5
ooxxbxboo,x5
bbbbbbbbb,o5
xoxboooxx,o4
oxbobbbbb,x7
xbobbbxob,o4
obxboxoxb,o4
xboobbbbb,x5
xxbbbooxo,o3
bbbbobbbb,x1
ooxbbxoxo,x4
bobxbobbb,x5
bbbbobbbb,x1
bxobbboxb,o5
xobxxoobo,x8
xoooxxxob,o9
oobboxbbx,x3
bobbbbbbb,x5
xobbbbbxo,o5
bbobbbxbb,o5
bbbbboxbb,o5
bboxbobxb,o9
oxxbooxox,o4
oxbbobbbb,x9
xxbobooxo,x3
xoxoxobxo,o7
obbbxoxxo,o2
bbbobbbxb,o5
obxbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbo,x5
bbbbbbbxo,o5
bxbobbbbb,o5
ooxbbbxxo,o5
oxbbobbbx,o3
obbbbbbxb,o5
xxoooxxob,o9
boxxoobxo,x1
xboobooxx,x5
bboxobbbx,o7
ooxobbbbx,x7
oobbxbxbb,o3
bbbbbbbbb,o5
oxbxxooox,o3
oxooxbxox,o6
bbbbbbbbb,o5
oxxboooxx,o4
bbbbbbobb,x5
xbobxobob,x9
obbbbbbbb,x5
boxoxboxb,o1
bbxbobbbo,x1
bbbbbbbbb,o5
xobobbbbb,x5
oxoboxxob,x9
xbxbobobb,o2
xoboxbbbo,x3
obbbobxxb,o9
boxoxbbob,x7
oxoxbbbbb,o5
bbbbbbobb,x5
xoxbxobob,o9
bbbxxbobo,o6
bxoxxooox,o1
bbbbbbbob,x5
obbbbobxb,x5
bobbbbxob,x5
bbbbbbbbb,o5
bbxxooxoo,x1
bbboxoxbb,o3
bbbbbbbbb,o5
oxoxxobox,o7
ooxbbboxb,x4
bbbbbobxb,o5
boxxbbbob,o5
xoboobbxb,x6
bbbbooxbb,x4
bbbbbbbbb,o5
xxbbbobbo,o3
obobxbbbb,x2
bboxbxobo,x5
bbbbbbbbb,o5
bobxbobxo,x3
xoobbbxbb,o4
bxxobobxo,o1
obbbbbbbb,x5
xbboxbobo,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
bbxbbbbbo,o5
bbbbbbbbb,o5
xboxbooxb,o9
bbbbbbbbb,o5
bbbboxbox,o2
bbbobbbxb,o5
bbobbboxb,x5
bbobbxbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbxbobo,x8
obbbbbbbb,x5
bbbbobbxb,o1
bxoobooxx,x5
obobbxbbb,x2
bbxbbbobo,x8
bbbbbobbx,o5
xobbbbbbo,x5
bobxoxbbb,o8
bbbbbbbbb,o5
bobbbbbbb,x5
bxobbboox,x5
xboxbboxo,o6
bbbbbxobb,o5
bbbbbbbbb,o5
obxoxobox,x7
bbbboxbbb,o1
bbbbbbbbb,o5
bbbxbobxo,o3
bbobbbobx,x5
booxxobbb,x1
xbbbbobob,x5
bxbbobbbb,o1
xxbbbbobo,o3
bbbxbbbob,o5
obxxxooob,x9
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbobbbxb,o5
xoobbxxoo,x4
bbbbbbbbb,o5
bbbbbbbbb,o5
bbooxboxb,x1
oxbxbobob,x5
xbobbxoox,o5
bbbbboxbo,x3
obbbbbbbb,x5
bobbxbbob,x1
obbbooxbx,x4
obbbbbbbb,x5
xoxoxxboo,o7
bbbbbbbbb,o5
boboxobxx,o7
xobbobbxo,x3
xbbbbbbob,o5
oobbbbbxb,x3
xbbbbbobb,o5
bbbbobbbb,x1
xoxoboxob,x5
boxxobbbo,x8
xoboobxbx,o6
bobbbbxbb,o5
oxxobobbx,o5
bboobbbxb,x5
bbbbbbbbb,o5
obxboxbbb,o9
bbbbbbbbo,x5
xbxbobobo,x2
boxoxxobb,o1
ooxxbxxoo,o5
bboobxbbx,o5
oxobbboxb,x4
bxxbobobo,x1
obbxbxoxo,o5
oxbbooxbb,x4
bbbbbbbbb,o5
bbbbobbbb,x1
bbbbbbobb,x5
obbbbxoxb,o4
obboobxbx,x6
bbbbbboxo,x5
oxoxbxbob,o5
bobbbbbxb,o5
bboboxxbo,x1
obbbobxbx,o8
bbbxoobxb,o1
obbbxobbb,x3
bbbobxoxo,x1
xbbxobobb,o3
xboxxboob,o6
oobxobbxb,x3
xxooobxxo,o6
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbxooxxo,o1
bbbbbbbbb,o5
xbboobxob,x6
xbboobbbb,x6
bbbbbboxb,o5
bbbbbbbbb,o5
obobbxoxb,x2
bxbbbbobb,o5
bxbbbobbo,x3
xoxobbbob,x5
bbbbbbbbb,o5
obbobbxxb,o9
bbbbbobbb,x5
bxoboxxoo,x1
bbbbbobbb,x5
bbbobbbbb,x5
bxxxoooox,o1
bbxbbobbb,o5
obxbobxob,x2
bbbbbbbbo,x5
xxbxoooxo,o3
oboxbxobb,x2
obbbxxbob,o4
xobbooxxo,x4
ooxxxbbob,o6
oxxoboxxo,o5
oxooxxxob,o9
obxxoxbob,o2
oxboxobbx,o7
obbobbbxb,x7
bxobbxoox,o5
oobxbxbbb,o3
bbobbbbbb,x5
oxbbbxxoo,o5
oxoxbxbob,o5
bbbbbbbbb,o5
oxooobbxx,x6
bbbbbbbob,x5
bbbbbbbbb,o5
xbbbbbbob,o5
bboobbbbx,x5
bbbobobbx,x5
bobxoobxb,x1
bobbboxbx,o8
bbbxbboob,x9
xoxboooxb,x4
bbbooxbbb,x1
bbbbbbxbo,o5
xbbbbboob,x9
xxooxbboo,x7
bbbbbbbbo,x5
bbbbbbobb,x5
bbbbbbbob,x5
bbbbobbxb,o1
xxoxxooob,o9
obbxbxobb,o5
bbbbbbbbb,o5
bobbbbbbb,x5
obbbbbbox,x5
bobboxbbb,x8
bbxobbbbb,o5
obbbbbbbx,o5
bbbbbbbbb,o5
oxobbxbbo,x5
xxbxoboob,o3
xoobbbbbb,x5
bbobbbbbb,x5
xbobbbbbb,o5
xxoooxbox,o7
obxobobxb,x5
obboxxbbo,x7
boboxoxbb,x3
obobbxbbb,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
xoobbbbxb,o5
bbbbbobbb,x5
bbbboobxb,x4
xboxoobox,x7
bobbbbbbb,x5
bbxbbbobb,o5
xxbxbooob,o3
bbbbbbbbb,o5
bboboxbox,x2
xoobbxoox,x5
oboboxbxx,o2
bbbbbbobb,x5
bbbxbbobb,o5
bxxxooobo,x1
xxoooxbbb,o7
bbbbbbbbb,o5
bboooxxxo,x1
bbxbbooxb,o5
bbbxbooxo,x3
bbbbobbbb,x1
bbbbbbbbb,o5
oobbbbxbx,o3
oxbbbbxob,o5
bobbbbbxb,o5
bbbbbbbob,x5
oxoxobbbb,x9
bbooxobxx,o7
bbbboboxx,o3
bbbbxobbb,o1
bbbbobbbb,x1
bbbbbbobb,x5
bbbbbbbbb,o5
obxobobxx,o5
ooxbxxobo,x4
bbbbxbbbo,o1
bbbbbbbob,x5
xxbxoooxo,o3
xoboxxobb,o9
xobxxoobb,o9
boxoxxoob,x9
xoobbbbxb,o5
bbbbbbbbb,o5
bbbbxbobo,x8
bxobobbox,x7
oxbobobxb,x5
boobxbobx,x1
bbbbbobxb,o5
bbbbobbbb,x1
bxboboxbo,x5
obbbbbbbb,x5
bxxoboobx,o1
bobxooxxo,x1
boobbxbxb,o1
boboxoxbx,o8
oxobxxboo,x4
bbxbbbobb,o5
bbbbobbbb,x1
oxxbbxboo,o7
bbbbbobbb,x5
xobooxoxb,x3
bbxoxoobx,o1
obobxxobb,x2
boxbbobxb,o5
bbxbobxoo,x2
oxoobbxbb,x5
boxxbxoob,o5
xoxxbooox,o5
boooxxbbb,x1
bboxbbbbb,o5
boboxboxb,x1
bbbobbbbb,x5
boxobbxox,o5
bbobbbbbb,x5
oxobxxbob,o4
oxbxxoboo,x7
bbobxobox,x1
bbbobxxoo,x5
bbbobbbbb,x5
bobxoobxx,o7
bbbbbbbbb,o5
bbbxbbbbo,o5
bxbobbbox,o5
bbbbbbbbb,o5
xxooxxoob,o9
bbbbbbobb,x5
bbbbboobx,x5
ooxobxxob,x5
bbbbbbbob,x5
boxbbbbbb,o5
obxbbxobb,o4
bxoxbbobo,x8
bobbbbbbb,x5
bobxbbobb,x5
bboxobxox,o1
oobxoobxx,x3
xobbbboxb,o5
obbbbbbbb,x5
bbxbbbbbo,o5
bbbbbbbbo,x5
bxbbbbobb,o5
bbbbbbbbb,o5
bbbbbbbob,x5
bbxbbbbob,o5
bbbboxxbo,o1
bbbbobbxb,o1
booxbobbx,x1
bbxbxooxo,o2
xooboxbbb,x8
bbbbbbbbb,o5
bxbobbbbo,x5
bbbbbbbbo,x5
bbbbbbobb,x5
obbxxbxoo,o6
obbbbbbbb,x5
bobobxxxo,o5
bxoxobxbo,o1
bbxbobobb,x1
oobbbbxxb,o3
bobobxbxb,o5
bxxbboobo,x1
xbobxxobo,o4
bbbbbbbbb,o5
ooxxxobob,x7
bbbbbbbbb,o5
bbbxbobbo,x3
bbobbbbbb,x5
bbbbbbbbb,o5
xooboxbxb,o7
oboxbbbxo,x2
bbbbbbbob,x5
obbbxxoox,o4
xoxbxooxo,o4
bbbbbbbbo,x5
bxbbobobx,o3
bobbbxobx,o3
bbbbbbbbb,o5
xoxbboxob,o4
bobbbbbxb,o5
xoobobbbx,x8
boxboxbbo,x8
bbbbbbbbo,x5
bbbbbbbbo,x5
bbbboxobb,x3
obobbxxbo,x2
bxxooxobo,x1
xobbxbobb,o9
bbbbbbbbo,x5
bbbbbbobb,x5
xbbbbbbob,o5
bbbbbbbbb,o5
boobxboxx,o1
boxbbbbbb,o5
oxobbxbox,o5
bbbbbbbbo,x5
bbxobobbb,x5
bxobxobob,x9
obxbbobxb,o5
bbbbbbbbb,o5
xoboxxoxo,o3
bbboxxobb,o1
bxxoboxob,o1
bbbxobbxo,o1
xbooxboxo,x2
ooxbxxbob,o4
bbbxoxbbo,o1
bbbbbbbbb,o5
boxboxxbo,o8
bbobbbbxb,o5
bbxbboxob,o5
bbxboobbx,o4
bxobooxxb,o4
oxbbbbbbb,o5
bbbbbobxo,x3
oobxxboox,x3
boxboboxx,o6
bbobbbbbx,o5
bboxoobbx,x7
bbbxoobbb,x1
obxbxoobb,x4
xooobxbox,x5
xoxooxbbb,o8
oxobbbxbb,o5
oboxboxxb,o2
xooxoobxb,x7
bxbbxboob,o9
bbbbbbbbb,o5
xooxxbboo,x6
obbbxbbob,x3
xboxobbxo,o7
obxbbobbb,x5
bobboxbbb,x8
bbbbbbbbb,o5
bbxxbobob,o5
bbbbbbbbb,o5
bbxobbbbb,o5
bboobxoxb,x1
bxbbbbbob,o5
oxbbobbbb,x9
oobbxoxbb,x3
bbbbobbbx,o1
xbbbooxob,x4
xboooxxbo,x2
bboxxobox,o1
bxoobboxb,x1
bbxoxbobb,o1
bbbobbxxo,o5
bbxoobbbx,o6
bbobbbbbb,x5
xobobbbxo,x5
bbxxobboo,x7
boxbxbbbo,o7
bbobbbxbb,o5
oxbbboxob,x5
bbobbbbbb,x5
bbxooxbbo,x1
bboxoxbbb,o7
bbbbbbbbb,o5
oxbbbxxoo,o5
bxbxoxoob,o9
obbxooxxb,o9
bbbbboobx,x5
bxxboobbo,x1
bobbbxobb,x5
bobobbxbx,o8
bxbbbbobb,o5
xobobobbx,x5
bxoxoobxb,o9
bxobxbbbo,o8
bbxxoxboo,o7
obbxxbbob,o6
bbbbbbbbb,o5
obboxbbxo,x7
boxxooxxo,o1
bbbbbbbbb,o5
xbxobxobo,o2
xbobxbbob,o9
bbbxbbbob,o5
bbbbboxbb,o5
bbbbbbbbb,o5
bbbbbbbob,x5
oxobbxbbb,o5
obbobxbxo,x7
bbbobbbbb,x5
oxbxoboxb,o9
bxobxbobb,o8
xobxxboob,o6
oxxbobobb,x4
bbbooxbbx,o3
bbbbbbbbb,o5
bxooxoxox,o1
bbbxbbobo,x8
ooxxbobbx,o5
ooxxobbbb,x8
bboxbobbx,o5
bxbobbbbb,o5
bbbbbbbbb,o5
booooxxbx,x1
bboxbbbbb,o5
oboxbbxbb,o2
bbbbobbxb,o1
bbbobxbbb,o5
obbbbbbbb,x5
oxxbboobb,x4
bbbbobbbb,x1
bxbbobbob,x1
obbxbbbob,x5
bbbbbbbbb,o5
bobbbbbxb,o5
bxbbxobbo,o8
xoxoxbobb,o9
bbbbbobbb,x5
obxxbbbob,o5
bbbbbbobb,x5
xoboobbxx,o6
bobooxbxb,x1
obbbbbbbb,x5
oobboxxbx,o3
xxbbbobbo,o3
bboxxobbb,o9
bbbbobbbb,x1
bxxoobbox,o1
bxobxobbb,o8
bbbbbbbbb,o5
xobbboxox,o4
obbbbobxb,x5
boxbbbbbb,o5
oxxoboxox,o5
xoboxooxb,x9
bbbbbbbob,x5
xxooobxob,x6
bbbbbbbbb,o5
oobboxbbx,x3
bbobbbbbb,x5
bobobxxxo,o5
bbxbbxboo,o7
bbbbbobxb,o5
obbbbbbbb,x5
xobbbbobb,x5
bbbbxbboo,x7
xxooobxox,o6
bxoobxobx,o1
oxobxxoox,o4
oxoooxbxb,x7
oxbbbbxoo,x5
xobbbboxb,o5
bbbbbbbbb,o5
bbobbbbbb,x5
xboboxbbb,o7
boxoxxboo,x7
bbxooxbbb,o9
bbbbbbbbb,o5
bbbbbxboo,x7
bobbxbxob,o3
obbbbbxbb,o5
bxxbbooob,x1
bbbbxobbb,o1
boxbbobox,x5
bbbobxbxo,o5
oxobxxoob,x4
xoxboobxo,x4
bbbbbbbbb,o5
xboobxobb,x5
bbbbbobbb,x5
bbbbbbbbb,o5
boboxbxxo,o3
xxbbxoobo,o3
bbbbbbbbb,o5
bxbobobbx,o5
bbbobbxbb,o5
obbbbbbbb,x5
oxbooxxbb,o9
boxobbbbb,x5
booxoxbxo,x1
obxxxoobo,x8
obbbbbbbb,x5
xooxoxbxo,o7
bobbbbbbb,x5
obbxboxbb,o5
bxooxbxoo,x6
oxbxxoxoo,o3
bobbbbbxb,o5
obobxxbob,x2
oxxobbbob,x7
xbooxxoxo,o2
ooboxbbbx,x3
oxoxbbxbo,o6
bbbbbbxoo,x5
bbbbbbxoo,x5
bxbobbbbo,x5
oxbbbbobb,x4
bbbbbbobx,o5
bbobbbbxb,o5
bobobboxx,x1
bxbxbobob,o5
oxobxoxox,o4
bxbboboxb,o3
bxbxbbboo,o7
bobxbbbbb,o5
oxxxbooxo,o5
bbobboxbb,x9
ooxbbbxbo,x5
bxbbbbobb,o5
bbbbobxob,x2
bxboobbbx,o6
bobbbbbbb,x5
bbobbbbbb,x5
obooxobxx,x2
xoxoobxxo,o6
oxobxxobo,x4
obbbxxboo,x4
oxxoxobbo,x7
boxxoobbx,o8
bbobbbxbb,o5
bbbbobbbb,x1
bbbbxboob,x9
bbbbbbbob,x5
obbbbbxbb,o5
xbbbbobbb,o5
bobbbbobx,x5
obbboxxbb,o9
bobbbbbbb,x5
xbbbboobb,x5
bbbxoobbb,x1
oxbbobbox,x3
oboboxbxb,x2
bbbbbbbob,x5
xoobbobxb,x9
bbobbbbbb,x5
bbxbbbbbo,o5
bbbbbbbbb,o5
obobobbxx,x2
oobbbbbbx,x3
bbxbbbobb,o5
bbbbbooxx,o5
bbbbbbbbb,o5
xbxbboobo,x2
boxbxobbo,x7
xobbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
obxboxoxb,o4
bbbbbboxb,o5
bbbbbbbbb,o5
bbbbbobbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
obobxbbbx,o2
bxbobxbbo,o5
bbbboxbbb,o1
bbbbbbbbo,x5
xxbooboxo,x3
xxooxbobo,x8
bobxbbbbo,x5
xoooxxxob,o9
bbbbbbbxo,o5
oxxobbxbo,o5
bobxxbobo,x6
xboxbbboo,x7
xoxbbobbb,o5
bbobxbbbb,o1
bxoobbbbx,o5
obxxbooox,x5
bobbbbbbb,x5
bxbbbbboo,x7
bbbbbbbbb,o5
bbxbobbbo,x1
obbbbxoxo,x4
boboxbxbb,o3
xxoobxoox,o5
xxbboobob,x3
bbxxobobb,o1
bbbbbbbbb,o5
bboxbbobb,x5
bboxobbxo,x6
obobbxxbb,o2
bbxobboox,x1
bbbobbbbb,x5
bbbbbbobb,x5
xoxxbooox,o5
boxbbxbbo,o5
oobbxbbbb,x3
bbxbooxox,o4
bbbbbbobx,o5
obbbbbxob,x5
xxobobbxo,o6
bbbbbbbbb,o5
bbbbbobbb,x5
bbbobxbbb,o5
oxoxoxbox,o7
xooobxxbo,x5
bobxxboob,x6
xoxooboxx,o6
bbbbbbobb,x5
bobbbxbbb,o5
xbbbobbbb,o3
bbbbbbbob,x5
obbbbbbbb,x5
bbbxobbob,x2
bxoobbxob,x5
bobbboxxb,o9
boxxoxoxo,o1
bobbbbbbx,o5
bbboobxbx,o6
bbbbbbbbb,o5
oobobbxxb,x3
xoxobboxb,o5
bbbbbboox,x5
obbxbobbx,o5
bxobbbbob,x5
xbobbxbob,o5
obobobxbx,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bxoboxbox,o7
bbbbbbbbb,o5
xxbbobbob,o3
bbbbbbbbb,o5
bxboboxbb,o5
xxboobxob,o3
bbbobbbbb,x5
bbxbobbbb,o1
bobbbboxb,x5
bobbbbbbb,x5
oxoobbbxx,o7
bbbbobbxb,o1
bbbbbbbbb,o5
obbbbbbbb,x5
bbbbbbbob,x5
xoxbxooxo,o4
bbbbbbbob,x5
booxxbbox,o1
xoxxobobb,o8
bbbbbbobx,o5
ooxxbooxx,o5
xxbbboobo,x3
xxooxbxoo,o6
bbboxbbbb,o1
bbobbbbbb,x5
xobbxoxbo,o4
oxxobobbb,x5
bbooxbxox,o1
bbbbbbbbo,x5
bbobbxbob,x5
bbbbbbbbo,x5
bbooxoxox,x1
oxxxooobb,x9
bbbbbbbbb,o5
xoxxoxobo,o8
xbxxooboo,x2
bbbbbxbbo,o5
obxoxxbbo,o7
obxbobobx,x4
boxobbbxb,o5
bbbbbbbbb,o5
xobbbxobo,x8
boxbobbbb,x8
xoxboxobo,x8
obxobbxbo,x5
bboxobbbb,x7
bbbobbbbb,x5
bbbobbxox,o5
bbbbobxxo,o1
bbbbbbbbb,o5
bbxbbxoob,o9
bbbobbbbx,o5
boooxbxbx,o1
xoxbbbbob,o5
boboxboxb,x1
bbbbbbbbb,o5
bbobbobxb,x9
bbxbbobbo,x5
bobbbbbbb,x5
xbbobbbob,x5
xoboxbbbb,o9
bbbbbbbbb,o5
boxbbbbbo,x5
ooxxboxob,x5
obbxxobbo,x3
bbobbbbbb,x5
bbbbbbbbb,o5
xobxxooob,x9
bbbbbbobx,o5
bbbbbbobb,x5
oxxboobbx,o4
xoboxxoxo,o3
oxxxbbobo,o8
bbobbboxb,x5
bbbbxoxob,o3
bxbbxoxoo,o3
bbbbbbbbo,x5
xbobbbxob,o4
bbbbbbbbb,o5
xxbooxbob,o3
bxbobooxx,o5
bobbobxbb,x8
booxobxbx,o1
xbooxbbxo,o2
boxxoboxb,o1
obbbbboxx,o4
bxbbbbboo,x7
bbxbboobb,x5
xbbxoooxo,x3
bbooxbxxo,o2
bbbbbbbbb,o5
bxbbbboxo,o5
bxbbbbobb,o5
obbxobbbb,x9
xoobooxxb,x4
bbbbbxobo,x8
bxbobbbbb,o5
obbxbooxb,x5
ooxbxboxo,x4
obbbbbbbb,x5
boboxxobb,x1
bxoobxbox,o5
bbbbbbbbb,o5
bbbbobbbx,o1
xxobbobbb,o9
obbbbbbbb,x5
bbbboxxob,o2
bxxxbooob,o1
bbobbbbbb,x5
obxoobxox,x6
bbbbbbbbb,o5
obboxbxob,x3
bbbbxxobo,o4
xxbbbobbo,o3
obbbbbbbx,o5
bbobbbxbb,o5
xoobxxoxo,o4
xbxoobbbb,o2
bboxobbbb,x7
bxbboxbob,o1
bbbbbbbbb,o5
bxobxboox,o1
obbbboxxb,o9
obobbbbxb,x2
bbbxxboob,o6
bbooxooxx,x1
bbbbbbbbb,o5
bbxbbbboo,x7
bobbxxbbo,o4
bobxxooxo,x3
bbboxbbbb,o1
bboxobxob,x1
boobbbbxb,x1
bobbbbbbb,x5
xbbxoboox,o2
bbbbbbbbb,o5
oxbooxxox,o3
xobbbbbbb,o5
bbbbbbxbo,o5
xobxoxoxo,o3
bbbxbboxo,o5
booxoxbxb,o1
bbxbxboob,o9
bbbbbbbbb,o5
bbbbbxbob,o5
bbxobbbob,x5
bbxbxoobo,x8
ooxbbbbbb,x5
bbobbxbox,o5
xxoxoobox,o7
obxxbooox,x5
xobbbbbbb,o5
bbbbbbbbb,o5
xbbbbobbo,x3
bbbbbbbbo,x5
xoobbbobx,x5
obxboxbbb,o9
obooxxbxb,o2
xxoxoobox,o7
bobobxbxb,o5
obbxobbbb,x9
oxbbbxboo,x7
bbbbbbbbb,o5
obbbbboxb,x4
bbbbbbbbb,o5
bbbbbbbox,o5
bbbbbbbbb,o5
obbbbxbbo,x5
xbxbbbobo,o2
bbbxobxob,o1
bbxoobbxo,x6
obbbxbbbb,o3
boxxxooox,o1
xbxoxooob,x2
bbxbbbobb,o5
bbxobbbbb,o5
bbbbbbbbb,o5
bobxoooxx,x3
oxxxoxoob,o9
obobbxbbx,o2
obxxxooxo,o2
obbbxbbob,x3
bbbxboxob,o1
xboxbooox,x5
bbbbbbbbb,o5
oboxbooxx,x2
bxbbbbbob,o5
bbbbbobbb,x5
xbxxoboob,o2
bbbbbobbb,x5
bbbobxobb,x1
bobbbxobb,x5
obbbbbbbb,x5
bbbooxxox,o2
xoxoxxboo,o7
bxbboxoox,o3
xbbbbbbob,o5
obbbxbbbb,o3
bxxbbbobo,o1
bbbbbbobx,o5
bbbbxxboo,o4
bbbobbbxo,x5
xxobxooob,x9
bbbbbbbob,x5
xobbobbxb,o3
bboxbobbb,x9
xooobxoxb,x5
oxoobxxob,x5
bbobbbbbx,o5
bbxobbbbb,o5
bxobobxox,o1
bbbobbbbb,x5
bobbbobbx,x5
xoxxbbobo,o8
obbbbbbbb,x5
boboxbbbb,x1
xxobbbbob,o5
oxxbboobb,x4
oboxxooxb,x2
bobbbxbbb,o5
bbbbbbbbb,o5
ooxbbbbxb,o5
boxbbxobb,o9
bbbbbbobb,x5
bbbbobbbb,x1
xbxobobbo,x2
bbbbbobbx,o5
bbxbbbboo,x7
ooxxxobox,o7
bxbboxboo,x7
xooooxbbx,x8
boxxoobxb,o1
ooxxoxobb,x8
bobxboobx,x5
bbbbbbbbb,o5
oxbxxooob,x9
oobbxxbbo,x3
bbooxobbx,x1
bxbboxoob,x9
bbbobbbbb,x5
bbbbbobbb,x5
bbobbxbbb,o5
boxxooxxo,o1
bbbbbbobb,x5
xooxbxbbo,o5
obbbbbbxb,o5
oboxxbbbb,o2
boxbxobox,o1
bbxoobbxo,x6
xxbobobxo,o3
oxbxoooxx,o3
bbobxxboo,x4
boxooxbxb,o9
bbbbboxbo,x3
bxobbbbbb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
bbbbbobbb,x5
bxobxboox,o1
bbbboxxbo,o1
bboxobxob,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
bxbbbobxo,o5
bbbbbbbbb,o5
xooxxobob,x7
bbobboxox,x5
bbobobxbb,x1
bxbbbbbbo,o5
ooxxboxox,o5
bbbbbbxob,o5
xooooxbxx,o7
bobbbxbbb,o5
bobbbbbbx,o5
bbbbbbbbo,x5
bxxbobobb,o1
boxxoxobo,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbboxbbbb,o1
bobbbbbox,x5
bobbbbbbb,x5
