Scramble (State),Solution
R2 B L2 F2 R L2 D' B2 L2 F R' L' B2 D' F2 B2 U2 B2 R L' , U F L' U L B' U2 L F' B D' R U2 F2 L2 U L2 D' R2 D2 L2 F2 
D' F2 L2 U2 D R U' L' F2 B R' U B2 L' U2 B F U' L' U , F B' D F2 L' B' U2 B R' D2 B' L2 D' R2 F2 U' B2 U B2 U R2 
L2 D B2 R2 L' U2 D F U' F' R B2 F' L2 U' R2 D' R2 B2 R , U R F' R2 U' R' D F2 U' L' F2 U D F2 U R2 U L2 U' L2 
R D L2 B D L2 U2 L' B' R U2 R2 F' D R2 D' L' D R2 F' , R2 D2 R B L' F2 R2 U L' B' L U F2 U L2 D2 R2 U2 F2 
U2 L2 R' B2 U R B U2 R' U F2 D' B2 R2 D2 U B' R2 U2 F2 , U' B' R2 L F B2 U D F2 U' L F2 U R2 U2 F2 D L2 F2 D B2 
L' B2 L2 F' L' D2 L2 D L2 U' F' B2 L2 B2 R2 U B L2 U2 F , F2 D2 L U2 D2 B' U' F2 L F2 L D' F2 R2 D2 F2 D' L2 U' B2 D 
B2 F2 L' U D' F2 L' U R' D F2 B' R2 D2 F2 B2 L' F' U2 F , U2 D2 L' B' L2 F' U2 R U' D2 R' D L2 U' L2 D2 F2 B2 L2 D' L2 
F' R L F2 U2 F2 U' D2 B2 F2 D R2 F2 L F2 U2 L2 U R2 D' , U2 R' D F2 D' L2 U R2 D L' F B2 U L2 U F2 D B2 R2 B2 
U2 D B2 D' L2 R2 D L' F B2 R B2 F' R2 L' D2 L2 F L2 F , D' L2 F' R2 D2 R2 B2 L F L' U2 F2 R2 L2 D B2 D2 L2 
D B2 F2 L' B2 D2 R2 U2 B2 L2 D' U' R2 B R D' B' R B2 D2 , U D' F' U' F' D L2 B' R D R' F2 L2 U2 F2 R2 B2 U B2 U2 L2 
L2 R2 D2 B' L2 R' B' U D2 L U2 L' B R2 F' U B2 U' F R2 , F R2 L D2 B D2 R' F' R F R L2 D' F2 L2 U R2 B2 U R2 L2 
B D' R2 L D2 R' B2 F2 D2 B' U' D' B L2 U' L2 B L2 F' B2 , U D' L F R' L F U' F' L2 B U R2 B2 U2 D' L2 F2 U2 D' B2 
L' D2 L2 B2 U2 R' L2 D L' F' R' U2 D2 F2 U L' U R' U2 L2 , R2 L2 F2 L B R2 U2 R D2 L' F' U' F2 D2 B2 R2 D' B2 R2 U' 
U B' U' B' D U' F2 R' F B2 D B2 D' B' L2 R2 U' R F2 B , U F' L2 D' F' D' R D2 R2 L2 B' R2 D' R2 B2 U R2 D' R2 B2 D2 
R2 U2 D B2 F2 R2 L' B R2 U' L' D L2 D U B2 F2 R F2 D , U R2 D' R2 D2 F' R2 U R' B2 D' R2 U' F2 U' L2 U2 F2 
R' U' D2 F U B' D2 U2 R L' D' R2 B' L' B R2 B U F2 B2 , F2 R F U F2 R2 D F2 R B D L2 D' F2 L2 F2 D' L2 F2 U2 
R' U2 F2 L U' L2 B D L2 F U' L2 R U2 F2 D2 U2 B2 U2 L2 , U2 R' L' F R2 U D2 L' B2 U' F R2 B2 U L2 U2 F2 U L2 U' D2 
F2 B2 D F U2 D2 L2 F U2 L D2 F R U2 R F U2 D B F2 , F2 R2 F2 L F U L' D2 F U' L U2 R2 D2 L2 U' B2 R2 D F2 D 
U' D2 R U' L2 U B2 D2 U F R2 D' R2 F L2 R2 B' L U' F' , R D2 B' U2 B' L' F2 L2 F U L U2 F2 D B2 D R2 D L2 U2 R2 
R2 U2 B2 R2 D' F2 U R2 D' B2 F L2 R' B' L2 R2 B F' U D2 , U B U2 D2 F B' R' F' B2 D R2 U' F2 D R2 B2 U2 R2 
D2 U' B2 F2 U R2 U' L2 F2 U2 L U' L2 F2 U2 B2 F2 L' F' L2 , L2 F L F2 B2 U2 F2 L2 U L' U2 F2 L2 U R2 U D2 F2 B2 U' 
D2 L' F2 D F' B2 L U' B2 R2 D2 R' F U2 R U2 B2 D R2 D , B2 D' L2 F' D R' B' L' F' L' D2 R2 B2 D R2 D B2 U F2 U' 
B2 L2 R2 U L R2 D2 U' F' U' F2 R2 D L2 D' U2 F' L R2 F' , F2 L' B' L2 F2 U2 D2 R' U R' B U2 B2 D L2 U R2 U2 B2 L2 B2 
L2 B2 D' R2 B2 F R2 B2 L B U2 R2 U2 B2 L D2 R B2 R' U2 , U2 L' B2 D2 B U2 B L' B' L F U R2 F2 U F2 U' F2 U2 F2 U 
R D2 U' B' R2 D2 R L B2 L' F B2 U' R2 D R U2 F R2 U2 , D' R' L' U2 F R D R U2 R' B' D' L2 F2 U F2 U B2 D2 B2 U 
U' R2 L' U' F L2 F2 R L2 U2 D2 R2 F2 D' L' D' F2 R2 F2 U2 , U L U R F' B2 D R' F2 U2 F L2 D2 B2 D F2 B2 U2 L2 U' L2 
L U2 F B' U2 R2 L' U L2 D F2 B2 D2 U' F' U L2 D2 U L , F D' F2 B' U' R2 L' D L2 U B' U R2 D R2 D2 L2 B2 L2 U' 
U2 B2 L' F2 D' R2 B2 L2 R F' D' B2 U2 R F L' F' U2 B L2 , U F L U2 R' U' F' R2 B2 L B U D F2 R2 U2 D R2 D F2 D2 
F2 L F2 L2 B2 L R2 B2 F D2 F' B2 R' L' B2 D2 F B U2 L2 , D2 F' L' B L' D2 R2 F2 U2 F2 R' U2 R2 U R2 L2 U' R2 L2 U B2 
B2 F D R F2 B U D2 B2 U' F2 U F2 D2 B' U2 B' R D' U2 , U L D' F2 L' F B D B2 D B2 L B2 D L2 U F2 B2 U B2 U2 D 
U2 R2 L2 U' R U' F D' R2 D2 F L F' L' F L R2 F D U , R F L U' R2 D2 R2 B R L B' D F2 U L2 U' F2 B2 U2 B2 D 
B F D2 U2 L2 F' D' U2 B' F' L2 U D' L D2 R D' B2 F U2 , U L B' R2 U R2 U2 R' D B' L' D2 B2 U' F2 U L2 F2 U2 L2 B2 
R2 F' U D2 F' B R L2 D2 F' L2 U2 B' R2 B2 U B2 R2 F B , F2 U F R' F D' B R2 U' F U2 F2 U2 L2 U F2 B2 D' B2 D2 
R' U' R2 U L2 R2 F' B D2 U' B' L' U2 B R' B2 U B2 R U , R' U2 D L B' L' B D R B' L2 B2 U' B2 U F2 D2 B2 L2 F2 
R2 L2 B' D U2 L2 R2 F L2 U' B U2 B2 U' D2 R' U2 L2 R2 B , L B D' R' U R' B U R D L' F2 R2 F2 U' F2 R2 U' D' R2 
R2 L B2 D2 R2 D L2 U2 R2 B' L2 D L2 U L' R2 U R' F2 R2 , U D F B2 R U B2 R' D' F2 R' D' B2 U' R2 B2 D R2 F2 D' R2 
F D' R2 F2 L U2 B2 L2 U2 F2 L D' U F' U' R' B' U2 L F , L' F' D2 F' U' L2 D' L' U' B' R U2 D R2 U B2 R2 F2 U2 D' B2 
U' B2 U2 R' F2 B D2 R2 F' L2 F2 U2 B L2 R2 U' D L2 R2 U , U2 F2 D B' L2 B L' D' B' D' B U D L2 U2 F2 R2 F2 U' R2 U' 
R2 D B' F2 R B' R' U' F2 L F' B R D' U2 L D2 B D' R2 , F R2 L' B R' L2 B2 D' L2 U' L' U B2 U B2 U B2 D L2 B2 D' 
D' F2 L2 U2 R B' L U D' R' L2 F2 B2 L2 D2 R2 D2 R L2 F2 , R2 D2 F2 L' U2 D' B U R L F2 D' L2 U' D' R2 D B2 
R2 B2 L' R2 D2 U' L2 U2 B2 U2 R2 D2 F2 R' B2 R' U2 D L B2 , U B2 U R' B2 R' U' B2 R' F2 L2 D2 F2 R2 U' L2 F2 D' B2 
U2 D' F2 B L' U2 L2 D2 U2 R' B2 D2 F2 D F2 U L2 U D' L' , B U' F2 R' F2 B2 D L U D2 F' R2 D R2 U R2 D L2 F2 L2 U' 
D' L2 D2 U2 B' D2 U2 L' D2 F' U2 F2 R F L' R F' L2 F2 R2 , R' D2 B' D2 F R B2 R2 U2 L' F' B2 U' R2 U' L2 F2 D' B2 U2 F2 
D' F U2 F L F' U2 D L F' U2 L' D2 R2 B2 L B' D2 F L' , L B' D2 L' F L' B' D L2 D2 B' U F2 L2 D2 R2 U F2 L2 D 
D2 U2 B U2 D2 F' U2 F2 D L' R' U' F2 U' F2 B2 L B2 D2 L2 , B' L F2 D' R L2 B2 R' L B2 U L2 D' R2 D R2 U R2 D2 
U2 L' R' B' U' L' R2 D F2 R L D U' F2 B' U2 B2 D' L' U' , U F R U2 D2 B' L B2 D F' B R2 F2 B2 D' L2 U R2 U2 R2 
U2 L U' L F' B U2 F2 U2 R' F B2 L R2 B2 R2 L2 F' R L2 , U R U B R2 U2 L D2 L2 B D F2 D' R2 U' R2 L2 U' R2 L2 
U' R2 D2 U L2 R U' B2 R2 U F2 L2 U' D2 R2 D2 L D R L , R D2 R' U D R L2 D' R D' R2 D R2 F2 R2 U' L2 U' D' 
B U F2 L2 B' D2 B' R L B' R2 D' L U R2 U F2 U2 B2 U2 , R2 U' R' B2 R U' B D R' D L' U' R2 B2 D' B2 L2 D2 R2 D2 
U2 F2 D L' F2 R' L D2 B' L' F' B' U B2 R' B D2 R' D2 L , F L' D R' F B D' F2 D2 R' F B2 L2 U2 F2 D' R2 F2 U2 R2 U 
D B2 U2 F2 D' B2 U2 R' L2 F' D2 U2 F2 B' U2 D' L' F2 D' L' , D R B' L' U B U' F D F B2 D2 B2 U' R2 D' B2 R2 D 
L R2 B2 F' R' D2 F D2 U2 L' B F2 U L2 D' U2 L D2 F2 U2 , B2 U2 R F R U' L U' B R' B2 D' F2 D' F2 R2 U' D2 L2 F2 
U2 L2 F B2 D2 R F2 R' L2 F2 R2 B U2 R2 F D' B2 R L B' , U L' U B L2 U' R2 U' B' R L B2 U2 D R2 F2 B2 D F2 B2 R2 
U' B2 D2 F' L2 R' F2 R2 F' L B' R L2 F' D U2 L' B L R , R2 F' B' R' D B2 L' B R F' B' D' B2 U2 R2 B2 U R2 D B2 U' 
F' L2 D2 F2 B2 R' L F B2 R B L2 B2 R2 B' F U2 L2 U2 R2 , R' U' L F' L2 D' L F' D' F U' L2 D' B2 L2 B2 R2 D F2 R2 
B2 D F2 L' D2 F2 D R' U2 L2 D R2 L2 U F U' L2 R2 D' B' , L' U2 F2 D' L' F2 L2 B2 D2 B' U' L2 F2 U2 B2 U' L2 U2 F2 R2 
U2 R' F' L B2 U F U2 F2 L' F2 U2 B' L' B2 R U2 R2 L2 B2 , R U2 F2 L B' U F' U L' D R' D2 B2 L2 U2 F2 D R2 F2 D L2 
B' U' L' D2 R2 F2 U2 L' U F2 U2 B2 D' R U R2 L2 F2 U2 L2 , U2 F L F D2 R U2 F2 B R2 F D F2 U R2 L2 B2 U D B2 
U R2 U L U B' L B U L' D F2 R2 B2 L' F2 D B D' B2 , U2 R2 L2 F L2 B2 R B2 R' U' B R U' R2 F2 D' L2 U B2 U' B2 U2 
L2 F2 L2 R2 D2 U2 R2 U2 D F' B D U' F U' R L2 U2 L2 R' , R' D2 R D R2 U2 F' B' R2 F2 U2 D' R2 L2 D L2 U2 L2 
D2 U2 B2 D R L D' B2 L B2 F' L' U2 D2 L2 U2 L2 D' B2 L' , U D' R D2 F' U F L' B L U2 L2 U F2 R2 U' L2 D2 R2 U2 
L2 F2 D2 U F2 L2 F2 L D' U B' L' D L' D L U B U2 F2 , U D R U L2 B U R' F B' R' U D L2 D2 B2 
D2 U2 R2 D2 F' B L D2 L' B2 D2 B2 U2 L2 F' B' U' D2 B2 R2 , U R L F U2 F' R L B2 R2 B2 U D' F2 D' L2 F2 U' 
U' F' U F D U B' L2 F2 U2 D' F' R2 U2 B U R' D2 U B , U B2 R U R2 F' U F D2 R B' U2 B2 D B2 D L2 B2 U' B2 U 
B' F2 L2 U' F2 D2 F U2 R' L2 U L2 D' R U' F' U2 L' R2 B2 , D' L F' B2 R' B2 U' D B D2 R F2 R2 U2 D' B2 D R2 U2 R2 F2 
B' U2 L2 F' R2 D' B L U2 B2 L2 R2 U' B2 D2 R2 U R' B2 F2 , R2 L' U F' B' D' F' R2 L2 D' B' U' L2 U' R2 U F2 R2 L2 U 
B L2 D R2 D R F2 D2 B U2 F2 B2 U2 D L' D' U2 F' L2 F , R L F2 L' D2 B' R F R' U L F2 B2 U F2 U' D' L2 B2 U2 B2 
B D' R2 F U2 R2 B2 R D' U' B L2 B D U R2 L2 F2 R2 L2 , D' F' U' B D B' R D2 R2 D2 F U' B2 D F2 U B2 D2 R2 U L2 
L2 D R2 D R2 D2 F2 B' R' B' F' R2 L U' F U L R2 F2 U2 , U R2 B' R F2 R' D' F D' R' U L' F2 R2 U F2 U' D' F2 U' L2 D' 
U' F' D2 R D F' U2 D F' B2 D2 B U D2 B2 R' D R D' B2 , D' L F L D F' R B R U' L U2 L2 B2 U B2 D2 R2 F2 U' R2 
D U2 F D F' R D' U R L' B2 F2 R U F2 U' L2 U2 R U2 , U D B R' D L2 F U2 R' F L D2 L2 U R2 F2 D' B2 R2 U2 
B F2 L U L2 R' B' R2 B F' D U2 L2 D' U' R L B R2 U2 , R F B L' U' B' R' B' R' U' L' D2 B2 D2 F2 L2 U' F2 R2 U' L2 
R' F2 B2 R2 U' R' U2 L2 B2 R2 U2 D' F R' B' F2 D2 F' R' L' , U2 F' L F' L' D L' F L' U2 R' L2 D B2 D F2 U B2 R2 D2 
B2 U2 R L' F2 R' B2 D' U R' D2 U' R2 U R2 D L2 D2 R2 D' , U F2 R B2 U2 B2 D2 L2 U L' B2 U D R2 U F2 D' R2 L2 B2 
D2 B2 R2 B' L' B D' R F' L' F2 D' F' U L2 R2 U2 F L' B2 , U R' F D' R' U2 B D B' U L F' L2 B2 D' B2 D F2 D2 L2 U' B2 
D F' D2 U2 L' B' U2 B2 D2 F2 B2 D2 B2 U L2 R2 B' L D U2 , U' D R2 L B' R' U2 F' R2 D2 R' F D L2 B2 U' L2 D2 B2 L2 D2 
B2 R D2 L2 U2 F' B2 D U' F2 L' F' B' R2 L' U2 L' R2 B2 F' , R' U L' U D F' D2 B U B L2 D2 B2 U' R2 F2 U' B2 R2 D' 
D2 F' B U B F' D R F2 U2 F' R2 L U2 R F2 D' F' D2 R' , U F' U' D' F L' F2 L F' R' L U' F2 U' B2 L2 U' D2 F2 B2 L2 
U2 R2 F2 D2 R' B F2 D' B2 U' R D' L2 B2 F2 L F2 D U2 B2 , U R L U R2 F2 R2 D F' R' D2 B2 R2 L2 D' L2 U' L2 U 
D' U2 F' D2 U2 L2 F' L D U' L2 R' D2 U2 L' D L D R B2 , B U D2 L B2 D' L U R' U F' U' R2 L2 D' L2 D2 R2 L2 D 
R' B2 U B2 F D L2 D U' B L B2 R2 L' F2 D' F' D F2 D2 , U' D' L' F2 B' D B' U2 F' D2 R L2 D2 R2 U L2 F2 L2 D' L2 D2 
F' L2 R2 F D L2 F2 L F L2 F L2 B F' L' U2 B' R' F' L' , U F2 U2 F2 B R' U L' F L' B R' U' R2 L2 U' R2 U2 D' B2 R2 U' 
L U R2 D R2 D2 U R L2 B2 F D' U' B D' L2 B' D U L2 , L D' F' U' D' L' F R D' R L2 D' L2 U L2 D2 F2 U' R2 D2 
D2 U' L B2 L' F D R B2 L' U2 D2 F' U2 L2 D R' L' U2 D , R F2 B' R' F' B' R' B D L B' U2 F2 L2 D2 F2 R2 D' R2 L2 U' 
L2 R U' L2 B2 D' L2 R2 F2 U2 L2 D2 B2 U2 F2 R' L U B2 L2 , U' B2 R F2 D B2 R' U2 R' F2 R2 D' L2 U' R2 L2 F2 R2 U' 
L' D U2 R' D2 L2 R2 D2 F2 U' L U2 L' R2 F2 D' F2 R2 F2 B , B' U D R' D R' F2 U' R U' F2 D F2 U B2 D B2 U2 
U' B' R2 L2 B D' F2 R U' R' F2 R2 D U' R2 D F' L D L , U2 R2 L' F U R2 F' R2 U' D' L' F2 U R2 D' R2 D L2 D2 L2 U2 
R2 B2 R2 D' R' D2 F R2 D2 R2 F D L2 D2 F2 D2 U' B D2 L' , D2 B2 D L U B' D2 F B2 L F' R2 U' B2 D F2 U L2 D' F2 U' 
U2 F U B2 L2 D2 F2 D2 R' B' F' R2 F R U' B2 L2 D2 L2 R' , R B2 L' B' R2 L' B L2 D' R2 B R2 U' F2 B2 U' F2 D F2 B2 D 
B F' L' F D L2 F R2 L U2 D2 L2 R2 D' U F U2 F' B2 U2 , U L2 F' B' D' R F U' R D2 B' R2 D B2 L2 D2 F2 B2 R2 D 
F2 R2 L F2 R2 L U F' D2 U' F2 R2 B' D2 L2 D R2 B L F' , L' F U2 F2 R2 F' R U2 D' F B2 R2 D' L2 U2 F2 U' F2 L2 B2 
U' R2 B2 U2 R U' D R2 L' F2 L2 R2 U' D2 B2 F' R' F2 U2 L' , U' F D' L F' B2 D' L D2 L' F2 R2 U R2 B2 U' B2 R2 L2 D' 
B2 U2 R2 B2 R B' F D B2 D2 U2 R' D2 B2 R2 L' D2 B2 F R2 , R2 F B2 U2 R' L D' F B' L U L2 B2 U' L2 F2 B2 D2 F2 
D2 R2 F2 L2 B2 R' L D2 L2 U' D2 B2 F2 R F U B2 U R F , U R' D F U2 R' D L D' F2 B' D' R2 D' F2 B2 U' B2 D F2 D2 
R' B2 R' D2 F2 U B2 D' F L' B2 L' B2 L U' L D2 B D L2 , F U F2 L2 D' R2 D' B L' U L' U' D' R2 U2 R2 F2 U L2 D' L2 
D' F B' D2 B2 U2 D L' U' B2 F' R2 U D' F2 R2 B U B D2 , R2 D2 B L U' L' U' L' F' B2 D' F2 U2 B2 D' L2 D' B2 L2 
R F2 D2 L B2 F D L' R' D B' R2 F2 U F R2 U2 B R U' , F' R F R' U' B2 D F2 L B' R D' F2 D F2 B2 D' F2 U2 B2 D 
D' B2 L2 B2 F2 R' B2 D B' L2 D' L D2 U' F B2 L R2 U B2 , U B D F' U' D2 B2 R' D F L' F2 B2 D' L2 U2 D' B2 D2 F2 U 
U2 D L2 B' U2 D2 B2 R2 U F2 D B2 D' R' L2 B2 L' B U2 F' , U D B' L' U' F R' B D' L2 B U R2 D2 F2 U2 R2 D' L2 U' 
U L B2 F2 U2 B L2 U B' D2 U2 R2 U2 L2 R2 B2 U' L2 R2 D' , U D' F R L2 F2 D B2 D2 L B2 L2 F2 U F2 D' R2 F2 U 
D L' F R' U2 L2 B U F2 B' R2 L2 B2 F2 R' L2 U2 D L' F2 , R2 U R D' R' L' F L' U2 B L' B2 U' L2 B2 U' R2 L2 U' R2 
B' L U' F2 R2 U F2 R' D2 L U D B2 R' U' B2 F' R2 F U2 , U2 B2 D2 R D' L2 U F2 R L F B2 L2 U' F2 R2 D R2 F2 R2 F2 
D' L' B2 L B L' B2 L2 B L' F' U B U2 D2 B2 F U2 F U2 , R2 U2 F R2 D' L' U R2 F U' R2 F2 U B2 D F2 L2 F2 B2 
R F2 L' F R2 L2 D2 U L' B2 R2 F D2 U F D2 B' R2 F' U2 , U D F' D2 B' R2 U L2 F R2 U2 R' U' R2 U2 D2 R2 U' R2 B2 R2 D 
D' U L2 R2 U D' B2 L2 B' R D2 F2 U R' U L2 D2 R D' F , U' D' R' B2 U' R F' B2 D' R2 B' U2 F2 U B2 L2 U' L2 U' F2 D' 
L B' F L2 R U2 F' L F2 R F D F2 L2 B2 R2 F' L2 D' F' , U' R' L2 F R2 U R2 B R' D R' F2 U2 R2 F2 D' B2 L2 D' B2 R2 
U' F2 D2 R2 B' U' R2 F' D L2 U2 F' R2 B' L R2 D' F2 L2 U2 , D' B2 D F' U' B' R2 D' F L' B' R2 U F2 D L2 U R2 D' F2 B2 
U' B2 D2 F' R2 U2 F' D2 U' B U D2 B' U' L' D2 U2 L2 R' U , U L' U R F2 R' D' F' R2 U F R2 F2 R2 L2 U' R2 U' F2 U D' 
B2 L2 D' U R B' D2 L2 R' U B L F2 D R' L F L' F' R2 , U' R' D2 L B2 D L2 U2 F' U B L2 F2 U L2 D' F2 L2 U2 D' L2 
B2 U2 D2 R' L D2 R' F' R B' L' U' R2 B2 F U F' U B' D , U2 F2 R2 F2 B' D' L' F' R B L' U' B2 U2 B2 D R2 B2 U' R2 L2 
F' B2 D L2 F' D' R2 B2 U' B2 D U' R2 D2 F2 U D2 B U' R , R F R2 B' U B' D B' U2 B' L2 U2 B2 U2 D R2 D L2 D R2 
D' F2 D' F B' L2 F' U' B L R2 D' L U2 L' R2 F2 L2 F D2 , D F R2 B2 D2 R F U2 F' D2 L D' R2 B2 U D2 L2 D' B2 L2 D 
U2 L U L' R2 F2 L' R' B2 L2 U' D F2 U2 F2 L2 B2 D U' L2 , L2 B2 U2 R' U' L U B2 D R2 U' L2 U2 R2 D' F2 
D2 U' R' B' R D' U B L2 U2 B2 L2 B2 L2 R' U2 B D2 R' L2 , U2 R2 L2 U L B D2 F2 L' U R' U' F2 U2 B2 R2 U R2 U L2 U 
L2 U F R2 D R2 F' B D2 U2 B D2 F U' D L2 D2 F' R2 B' , U2 F' U2 F' U B' D' F L2 F U2 B2 D F2 D L2 U' B2 D 
F2 B R2 U2 D2 B U2 F' U' B2 D2 R' F' L R B2 L2 R B2 R , U2 B D' F' D' R U2 B D2 F L U' R2 F2 U R2 U' B2 R2 B2 D' 
F2 R2 F2 B' L D R' F2 D' U' L2 F2 R2 B U2 R2 U' L2 B2 U2 , D L F2 U' F' R' U' R2 U' F' B2 U' L2 U F2 D2 F2 D' F2 D 
D2 L' F' R' D2 U2 L2 U' F2 U' D2 B2 L' U2 F2 L2 B2 R2 U D2 , U F' B' R2 D2 F2 D' L' B2 D' F B2 U R2 D2 L2 F2 U L2 B2 R2 
L2 F B' D2 F L' U2 F L2 F2 D' R D' L2 R2 D2 F D' B U2 , F R2 F L2 B' R' F L2 D' R B D L2 D' R2 D' F2 L2 U2 R2 B2 
L2 D2 B2 D2 F U' F2 B' U2 R2 L' B D' F2 U2 F D F' L' R2 , U' R2 B' D2 R B' R' F U R D R2 F2 U2 R2 D R2 L2 F2 R2 
U2 R B2 R2 D2 B2 L2 B' L' D2 F2 D2 F2 B2 L F2 L2 U2 B R2 , R' U2 D2 L' F R L F U2 L' U2 D2 F2 R2 F2 L2 U2 F2 D2 B2 
B2 D' F' U2 R U2 F2 L' B2 F U' D' R F2 L2 D' B2 D R' B , B' R D' F L2 F' R' U D2 L B2 U L2 F2 D' F2 U F2 R2 U' 
L2 D B2 U2 L2 D' R D2 R' D' R2 F U2 D2 R' F2 B L2 D2 F' , U2 R B2 R2 D R F D' L U' R' U F2 U R2 B2 L2 D' F2 L2 D2 
L R U F2 R' D2 B2 D2 U' B2 D B' D' F' L' U D2 R' F D2 , R' B' R' U F' U D' R2 F' R' B L2 B2 U' F2 L2 U F2 R2 U' B2 
B L' B2 R' D F' U2 L' U' F' R2 L' U' R U' B' F2 L' U2 R2 , U F L B U' F D F' U' B L' F2 L2 F2 U' R2 U2 D F2 L2 U' 
R D U2 R' F' U2 R2 B2 F D2 L2 F' R' L F2 B U2 L' U' R' , U D' F' R D F B2 D B2 U F' R2 L2 F2 U B2 D R2 U' B2 
F2 B L2 U2 F2 D F U2 R2 D' U2 R' B2 F' L F' U' R' U R2 , U R' B L2 D2 R F' R2 L' D' R' F D' F2 U B2 D' R2 B2 U2 D' F2 
R2 U2 B2 F2 R L2 D R2 L2 U2 D2 R' D' B' U' B U' B F D2 , U F U R2 F B U' D L2 U R' D' F2 U B2 R2 D2 R2 D' R2 L2 
U2 B' D U' L2 U' L2 F2 U2 R U2 D2 R' L2 F' B2 R B2 F2 D' , U2 L D' F' U2 F U' R2 F D2 B R B2 U2 L2 D B2 D' L2 U2 L2 U 
R2 B' U' L2 D2 U B2 F2 L U2 B2 U R' B R2 L2 F R' L U , U L U' B' L B2 R2 D2 B R2 L' U R2 U' F2 U2 R2 L2 U' B2 U' 
F' B2 D U2 R2 U2 R2 B' D2 R2 B' D L2 R' F' U2 B U2 F2 L , L D' R2 F' U' F2 L2 F' D2 R2 L' U' B2 U' R2 F2 U' R2 D' L2 U' 
L2 D' B2 D2 B2 D F2 R2 L U' R D2 R U L2 U2 L2 U' R L2 , U F2 U' R L2 U D L' F2 R' U F2 U' L2 B2 U B2 R2 U 
R L2 D' U' B2 F R2 F' D U' R2 L2 U2 L R D2 L2 R' U B2 , U' D' L U2 R2 D L' B' D B' R2 F2 D' F2 L2 D R2 U' R2 U2 
U2 R2 L' B2 R' L2 D2 L2 U2 L2 D' B' U2 R' D' L' U' B2 D2 U2 , F R F U F2 U2 F R' L' F U2 F2 B2 D' F2 U D2 R2 B2 L2 
R L2 U L R2 F U2 D' B2 F R' U' D2 B' R2 F2 U2 D2 R2 L2 , U B R F R2 B L B2 U' F B R' L2 B2 R2 D F2 D2 L2 U' R2 D' 
R' L2 D' L2 D B' L2 F2 B U F' R2 F2 R2 B D2 L D2 F B' , D L2 U' R F D R F' R' U B D' B2 U D R2 U2 L2 B2 L2 B2 
D2 F' L2 R2 F2 R' F L' F2 B' D2 F2 B L2 D' R2 D L2 U B' , U2 B' L D R' B D2 F2 R' F L F2 U L2 D' L2 F2 R2 D2 B2 U2 
B2 L2 D' R2 F' D' F L2 D2 L' B2 L2 R2 F2 B' D U2 R B R , U' R2 F2 L2 D R U' B R D2 F R2 F2 L2 F2 R2 D F2 U2 L2 U2 
R F' D U' B2 U2 B2 U2 L2 F2 L D' L2 F2 U2 B2 L2 D' U F2 , L' D2 L U2 L U' R' F U' D L' F2 D B2 L2 U' B2 D2 B2 U' L2 
U2 L2 D F2 B' L' B' U' F' L' U2 R F L B2 L U2 B2 F' L' , U2 R F2 L' F2 L B U2 B2 U' B L2 U' B2 D2 B2 R2 U' F2 D' L2 
R' F2 B D' F2 R' D2 F2 L' D2 L2 D2 U R2 F2 U2 L2 D F' R' , L' U L' D B R L' U' F' B2 R' D B2 L2 F2 L2 D R2 L2 D' 
F2 D2 U2 F2 D2 B F2 R2 D L D' F' L2 F2 U2 F2 L2 R F' U' , U F R' U2 F2 U2 F D L' D' R2 B U2 B2 U R2 L2 U2 R2 L2 U F2 
R' D2 L' B' R2 F' D R2 U D2 F2 L' U' D2 B' R2 U2 F R2 B , F B R2 F2 R' F L' F' B' U B R2 B2 L2 D' R2 U F2 D2 L2 F2 
U' L D2 B' L2 U2 L2 R2 F' R2 L2 D2 F2 U' F L2 F2 D2 R' B2 , B2 D2 R' B' U R2 F' L U' L B L2 B2 U' R2 L2 D B2 D' L2 F2 
L2 U' R' U2 D2 L2 R2 B' L2 F2 L' F2 U' L2 D' F B D U2 R2 , R' U F' U' F2 L2 B R' B L2 B' R2 U' B2 U' D F2 D' L2 D' F2 
L2 D F2 L F2 L2 R' U' D L D2 F' R' B F2 L' R2 B2 U' F2 , U B' U' L F R B' U D R U' F' U2 R2 U2 D B2 D' F2 D' L2 B2 
R2 U' L' U2 D2 L2 F2 R2 B L2 U2 D2 B U B F U2 R L2 D' , R L D' B2 D R D2 R D' R B' U' D F2 D' F2 B2 R2 B2 U' B2 
B2 U2 R2 B2 D2 R' U2 L2 B F2 R' D2 L2 R2 B2 F' D F D' F , B2 R2 U2 F' R' D2 L D' R' F R B2 L2 U R2 F2 D R2 L2 D 
D F' R' D2 L' U' L2 B2 R' L2 F2 U B R' F2 B R B2 D R2 , U L D' R2 U L' U2 D2 R' B L2 F' B2 D' F2 D2 L2 B2 R2 D F2 U2 
B R2 F' D' U' L' U2 L2 F2 L' B2 F' U2 F D' L B' R F2 D2 , R2 D2 F2 B' R' F2 B' D L2 F L F2 D F2 B2 R2 U L2 B2 
R' L' U' B2 F2 L2 U' D' R2 L B' L2 D B' D U2 L2 B L2 R , U2 L B D F2 R L' F' R' B' R' D2 L2 D2 R2 F2 U R2 D' R2 U' 
F D U' L D2 U B' L2 D2 U' L2 F2 R' U2 B2 U2 R' B2 U' L2 , D' F' U R2 B' R B2 R2 D' L B' D' R2 L2 D' R2 D' R2 D2 F2 D 
